Id,SalePrice
2210,124000
2211,140000
2212,135000
2213,135000
2214,140000
2215,140000
2216,135000
2217,140000
2218,140000
2219,140000
2220,140000
2221,140000
2222,275000
2223,190000
2224,190000
2225,140000
2226,140000
2227,140000
2228,190000
2229,190000
2230,140000
2231,190000
2232,140000
2233,140000
2234,190000
2235,190000
2236,190000
2237,190000
2238,140000
2239,140000
2240,140000
2241,140000
2242,140000
2243,140000
2244,140000
2245,140000
2246,140000
2247,140000
2248,140000
2249,140000
2250,140000
2251,140000
2252,140000
2253,180000
2254,190000
2255,190000
2256,190000
2257,185000
2258,140000
2259,190000
2260,140000
2261,140000
2262,140000
2263,190000
2264,190000
2265,140000
2266,140000
2267,190000
2268,140000
2269,140000
2270,190000
2271,140000
2272,190000
2273,140000
2274,140000
2275,140000
2276,190000
2277,140000
2278,140000
2279,140000
2280,140000
2281,140000
2282,140000
2283,118000
2284,100000
2285,140000
2286,140000
2287,190000
2288,190000
2289,190000
2290,190000
2291,140000
2292,190000
2293,140000
2294,190000
2295,190000
2296,190000
2297,190000
2298,190000
2299,190000
2300,190000
2301,190000
2302,190000
2303,190000
2304,190000
2305,140000
2306,230000
2307,140000
2308,140000
2309,140000
2310,140000
2311,140000
2312,190000
2313,185000
2314,140000
2315,190000
2316,190000
2317,190000
2318,190000
2319,190000
2320,185000
2321,140000
2322,140000
2323,190000
2324,190000
2325,190000
2326,190000
2327,185000
2328,190000
2329,190000
2330,190000
2331,290000
2332,190000
2333,190000
2334,190000
2335,190000
2336,290000
2337,140000
2338,140000
2339,190000
2340,190000
2341,190000
2342,190000
2343,140000
2344,190000
2345,190000
2346,185000
2347,185000
2348,185000
2349,185000
2350,190000
2351,140000
2352,190000
2353,190000
2354,140000
2355,140000
2356,155000
2357,190000
2358,190000
2359,140000
2360,135000
2361,140000
2362,190000
2363,140000
2364,140000
2365,190000
2366,185000
2367,185000
2368,185000
2369,185000
2370,155000
2371,140000
2372,140000
2373,190000
2374,190000
2375,140000
2376,140000
2377,190000
2378,140000
2379,190000
2380,140000
2381,140000
2382,140000
2383,140000
2384,190000
2385,140000
2386,140000
2387,140000
2388,140000
2389,140000
2390,140000
2391,140000
2392,140000
2393,140000
2394,140000
2395,140000
2396,140000
2397,140000
2398,140000
2399,140000
2400,140000
2401,140000
2402,140000
2403,140000
2404,140000
2405,140000
2406,140000
2407,140000
2408,140000
2409,140000
2410,140000
2411,140000
2412,140000
2413,140000
2414,118000
2415,135000
2416,140000
2417,140000
2418,140000
2419,140000
2420,140000
2421,140000
2422,140000
2423,140000
2424,140000
2425,140000
2426,140000
2427,140000
2428,140000
2429,140000
2430,140000
2431,140000
2432,140000
2433,140000
2434,140000
2435,140000
2436,140000
2437,140000
2438,140000
2439,140000
2440,140000
2441,140000
2442,115000
2443,140000
2444,140000
2445,140000
2446,140000
2447,140000
2448,140000
2449,140000
2450,140000
2451,140000
2452,140000
2453,140000
2454,140000
2455,140000
2456,140000
2457,140000
2458,140000
2459,135000
2460,140000
2461,140000
2462,140000
2463,140000
2464,140000
2465,140000
2466,140000
2467,140000
2468,140000
2469,140000
2470,140000
2471,140000
2472,140000
2473,140000
2474,140000
2475,140000
2476,140000
2477,140000
2478,140000
2479,140000
2480,140000
2481,140000
2482,140000
2483,140000
2484,140000
2485,140000
2486,140000
2487,140000
2488,135000
2489,140000
2490,140000
2491,140000
2492,140000
2493,140000
2494,140000
2495,140000
2496,140000
2497,135000
2498,140000
2499,140000
2500,140000
2501,135000
2502,140000
2503,140000
2504,140000
2505,140000
2506,190000
2507,190000
2508,190000
2509,190000
2510,230000
2511,140000
2512,190000
2513,190000
2514,140000
2515,140000
2516,190000
2517,140000
2518,140000
2519,190000
2520,190000
2521,190000
2522,230000
2523,140000
2524,140000
2525,140000
2526,140000
2527,140000
2528,140000
2529,140000
2530,140000
2531,190000
2532,230000
2533,230000
2534,140000
2535,230000
2536,190000
2537,190000
2538,190000
2539,190000
2540,140000
2541,190000
2542,190000
2543,140000
2544,140000
2545,140000
2546,140000
2547,140000
2548,140000
2549,140000
2550,140000
2551,140000
2552,140000
2553,140000
2554,135000
2555,140000
2556,140000
2557,140000
2558,140000
2559,140000
2560,140000
2561,140000
2562,140000
2563,140000
2564,140000
2565,140000
2566,140000
2567,140000
2568,140000
2569,140000
2570,124000
2571,140000
2572,140000
2573,190000
2574,140000
2575,140000
2576,140000
2577,140000
2578,140000
2579,115000
2580,140000
2581,140000
2582,140000
2583,140000
2584,140000
2585,140000
2586,190000
2587,140000
2588,140000
2589,140000
2590,140000
2591,140000
2592,140000
2593,190000
2594,140000
2595,190000
2596,190000
2597,140000
2598,190000
2599,140000
2600,140000
2601,140000
2602,140000
2603,140000
2604,115000
2605,140000
2606,140000
2607,190000
2608,140000
2609,140000
2610,140000
2611,140000
2612,140000
2613,140000
2614,140000
2615,140000
2616,140000
2617,140000
2618,140000
2619,140000
2620,190000
2621,174000
2622,178000
2623,190000
2624,190000
2625,190000
2626,140000
2627,140000
2628,140000
2629,190000
2630,190000
2631,190000
2632,190000
2633,140000
2634,190000
2635,140000
2636,190000
2637,140000
2638,140000
2639,140000
2640,140000
2641,140000
2642,140000
2643,118000
2644,125000
2645,118000
2646,118000
2647,118000
2648,140000
2649,140000
2650,140000
2651,148500
2652,190000
2653,140000
2654,140000
2655,190000
2656,190000
2657,190000
2658,190000
2659,190000
2660,190000
2661,190000
2662,190000
2663,190000
2664,140000
2665,140000
2666,140000
2667,140000
2668,185000
2669,190000
2670,190000
2671,190000
2672,140000
2673,140000
2674,140000
2675,140000
2676,190000
2677,190000
2678,190000
2679,190000
2680,190000
2681,290000
2682,190000
2683,190000
2684,190000
2685,190000
2686,190000
2687,190000
2688,140000
2689,185000
2690,190000
2691,185000
2692,140000
2693,190000
2694,155000
2695,190000
2696,190000
2697,190000
2698,140000
2699,140000
2700,140000
2701,155000
2702,140000
2703,140000
2704,140000
2705,140000
2706,140000
2707,140000
2708,140000
2709,135000
2710,140000
2711,140000
2712,190000
2713,140000
2714,155000
2715,140000
2716,190000
2717,140000
2718,185000
2719,140000
2720,140000
2721,140000
2722,140000
2723,140000
2724,140000
2725,135000
2726,140000
2727,140000
2728,140000
2729,140000
2730,140000
2731,140000
2732,140000
2733,140000
2734,140000
2735,140000
2736,140000
2737,140000
2738,135000
2739,140000
2740,140000
2741,140000
2742,140000
2743,140000
2744,140000
2745,140000
2746,140000
2747,140000
2748,140000
2749,140000
2750,140000
2751,140000
2752,140000
2753,140000
2754,140000
2755,135000
2756,140000
2757,140000
2758,140000
2759,140000
2760,140000
2761,140000
2762,140000
2763,140000
2764,140000
2765,140000
2766,140000
2767,90000
2768,140000
2769,140000
2770,140000
2771,140000
2772,140000
2773,140000
2774,140000
2775,140000
2776,140000
2777,140000
2778,140000
2779,140000
2780,140000
2781,140000
2782,140000
2783,140000
2784,140000
2785,140000
2786,135000
2787,140000
2788,140000
2789,140000
2790,140000
2791,140000
2792,140000
2793,140000
2794,140000
2795,140000
2796,115000
2797,140000
2798,140000
2799,140000
2800,140000
2801,140000
2802,140000
2803,140000
2804,140000
2805,140000
2806,140000
2807,140000
2808,140000
2809,140000
2810,135000
2811,140000
2812,140000
2813,135000
2814,135000
2815,140000
2816,190000
2817,140000
2818,140000
2819,140000
2820,140000
2821,140000
2822,140000
2823,140000
2824,140000
2825,140000
2826,140000
2827,135000
2828,190000
2829,140000
2830,190000
2831,190000
2832,140000
2833,140000
2834,190000
2835,190000
2836,190000
2837,140000
2838,140000
2839,190000
2840,190000
2841,190000
2842,190000
2843,140000
2844,140000
2845,140000
2846,190000
2847,190000
2848,140000
2849,230000
2850,190000
2851,190000
2852,190000
2853,190000
2854,140000
2855,230000
2856,190000
2857,190000
2858,190000
2859,140000
2860,127500
2861,140000
2862,140000
2863,140000
2864,140000
2865,140000
2866,130000
2867,140000
2868,140000
2869,140000
2870,140000
2871,140000
2872,140000
2873,140000
2874,140000
2875,140000
2876,140000
2877,140000
2878,140000
2879,140000
2880,140000
2881,140000
2882,140000
2883,140000
2884,140000
2885,140000
2886,140000
2887,140000
2888,135000
2889,140000
2890,140000
2891,135000
2892,140000
2893,140000
2894,140000
2895,140000
2896,275000
2897,190000
2898,140000
2899,140000
2900,140000
2901,140000
2902,140000
2903,140000
2904,140000
2905,140000
2906,140000
2907,115000
2908,135000
2909,140000
2910,81000
2911,115000
2912,140000
2913,140000
2914,115000
2915,115000
2916,140000
2917,140000
2918,140000
2919,190000
